title,source_title,year,doi,total_citations_wos_core
Maternal education and infant health gradient: New answers to old questions,ECONOMICS & HUMAN BIOLOGY,2020,10.1016/j.ehb.2020.100894,8
"Optimal consumption, investment and housing with means-tested public pension in retirement",INSURANCE MATHEMATICS & ECONOMICS,2017,10.1016/j.insmatheco.2017.04.003,23
Working longer or working harder? Subjective survival expectations and labor supply in China,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,2024,10.1016/j.iref.2024.01.044,1
MULTIVARIATE LONG-MEMORY COHORT MORTALITY MODELS,ASTIN BULLETIN-THE JOURNAL OF THE INTERNATIONAL ACTUARIAL ASSOCIATION,2020,10.1017/asb.2019.35,10
Changing Behavioral Patterns Related to Maternity and Childbirth in Rural and Poor Populations: A Critical Review,WORLD BANK RESEARCH OBSERVER,2019,10.1093/wbro/lky008,4
A best-worst scaling in Colombian patients to rank the characteristics of HIV/AIDS treatment,JOURNAL OF MEDICAL ECONOMICS,2018,10.1080/13696998.2018.1440401,10
The local socio-economic impacts of large hydropower plant development in a developing country,ENERGY ECONOMICS,2017,10.1016/j.eneco.2017.08.025,64
"FINANCIAL EDUCATION OF PUBLIC SERVERS: CONSUMPTION HABITS, INVESTMENT AND PERCEPTION OF RISK",REVISTA EVIDENCIACAO CONTABIL & FINANCAS,2017,10.18405/recfin20170207,1
IMPACT OF HUMAN POVERTY ON THE HUMAN DEVELOPMENT INDEX IN JORDAN WITHIN THE PERIOD 2003 - 2016,INTERNATIONAL JOURNAL OF BUSINESS AND SOCIETY,2019,,1
"Impact of sanitation, safe drinking water and health expenditure on infant mortality rate in developing economies",AUSTRALIAN ECONOMIC PAPERS,2020,10.1111/1467-8454.12167,15
Material requirements and availability for multi-terawatt deployment of photovoltaics,ENERGY POLICY,2017,10.1016/j.enpol.2017.06.028,66
Impact of late and prolonged working life on subjective health: the Swedish experience,EUROPEAN JOURNAL OF HEALTH ECONOMICS,2019,10.1007/s10198-018-1005-z,19
A novel benchmark methodology for estimating industrial electricity demand considering unsteady socio-economic conditions,INTERNATIONAL JOURNAL OF BUSINESS PERFORMANCE MANAGEMENT,2017,10.1504/IJBPM.2017.10002608,6
Preferences for 'life-saving' programmes: Small for all or gambling for the prize?,HEALTH ECONOMICS,2008,10.1002/hec.1288,8
VALUATION OF HYBRID FINANCIAL AND ACTUARIAL PRODUCTS IN LIFE INSURANCE BY A NOVEL THREE-STEP METHOD,ASTIN BULLETIN,2020,10.1017/asb.2020.25,17
In sickness and in health: An annuity approach to financing long-term care and retirement income,JOURNAL OF RISK AND INSURANCE,2001,10.2307/2678101,67
How many people will live and die with serious illness in Ireland to 2040? Estimated needs and costs using microsimulation,JOURNAL OF THE ECONOMICS OF AGEING,2024,10.1016/j.jeoa.2024.100528,0
Demographic change and income tax revenues - results from a large microsimulation model for Germany,JOURNAL OF ECONOMIC POLICY REFORM,2019,10.1080/17487870.2018.1469984,2
Air pollution and local government financing costs: Evidence from the Chinese municipal corporate bond spread,BORSA ISTANBUL REVIEW,2023,10.1016/j.bir.2023.01.005,6
Trends in health and retirement in Latin America: Are older workers healthy enough to extend their working lives?,JOURNAL OF THE ECONOMICS OF AGEING,2019,10.1016/j.jeoa.2018.03.008,14
THE PROXIMATE EFFECT OF HEALTHCARE OUTLAYS IN THE NIGERIAN ACCELERATED GROWTH EQUATION,INDIAN JOURNAL OF ECONOMICS AND DEVELOPMENT,2014,10.5958/2322-0430.2014.00551.4,0
The work attitude and work conditions of older age workforce as a part of the social dimension of sustainability in Visegrad Group countries,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,2024,10.1504/EJIM.2024.136456,0
Female Labour Force Participation Across SAARC Countries Using Dynamic Panel Model,INDIAN JOURNAL OF LABOUR ECONOMICS,2020,10.1007/s41027-020-00244-3,0
Assessment of regional productive performance of European health systems under a metatechnology framework,ECONOMIC MODELLING,2020,10.1016/j.econmod.2019.04.013,9
"The impact of pharmaceutical innovation on longevity and medical expenditure in Sweden, 1997-2010: evidence from longitudinal, disease-level data",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,2014,10.1080/10438599.2013.828456,10
Time to death and the forecasting of macro-level health care expenditures: Some further considerations,JOURNAL OF HEALTH ECONOMICS,2012,10.1016/j.jhealeco.2012.08.003,23
"RETIREMENT, THE CHALLENGE OF THE SECOND HALF OF LIFE: CASE STUDY IN A BANK AGENCY",REVISTA GESTAO ORGANIZACIONAL,2011,,0
Long-term forecast of the replacement migration in Russia9,ZHURNAL NOVAYA EKONOMICHESKAYA ASSOTSIATSIYA-JOURNAL OF THE NEW ECONOMIC,2023,10.31737/22212264_2023_1_48,0
Globalization and women's and girls' health in 192 UN-member countries Convention on the Elimination of All Forms of Discrimination against Women,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2016,10.1108/IJSE-07-2014-0139,3
Deindustrialisation and the post-socialist mortality crisis,CAMBRIDGE JOURNAL OF ECONOMICS,2023,10.1093/cje/beac072,6
Two-Dimensional Kernel Smoothing of Mortality Surface: An Evaluation of Cohort Strength,JOURNAL OF FORECASTING,2016,10.1002/for.2399,8
Portfolio management and retirement: what is the best arrangement for a family?,FINANCIAL MARKETS AND PORTFOLIO MANAGEMENT,2006,10.1007/s11408-006-0022-6,2
Coherent Mortality Forecasting for Less Developed Countries,RISKS,2021,10.3390/risks9090151,4
Is caring for older parents detrimental to women's mental health? The role of the European North-South gradient,REVIEW OF ECONOMICS OF THE HOUSEHOLD,2016,10.1007/s11150-015-9296-7,53
"Infant mortality, relative income and public policy",APPLIED ECONOMICS,2013,10.1080/00036846.2012.705429,9
Measuring the consequences of pension reform applying liquidation and longevity considerations,JOURNAL OF ECONOMIC POLICY REFORM,2012,10.1080/17487870.2012.696417,2
An appropriate mechanism of fuels pricing for sustainable development,ENERGY POLICY,1999,10.1016/S0301-4215(99)00048-8,2
Financial Developments and Economic Growth,JOURNAL OF APPLIED ECONOMICS AND BUSINESS RESEARCH,2019,,0
Stairway to heaven or gateway to hell? A competing risks analysis of delistings from Hong Kong's Growth Enterprise Market,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2014,10.1016/j.irfa.2014.02.008,3
The Generalized Risk-Adjusted Cost-Effectiveness (GRACE) Model for Measuring the Value of Gains in Health: An Exact Formulation,JOURNAL OF BENEFIT-COST ANALYSIS,2023,10.1017/bca.2023.6,16
Does urbanization improve health outcomes: a cross country level analysis,ASIA-PACIFIC JOURNAL OF REGIONAL SCIENCE,2023,10.1007/s41685-022-00268-1,4
Forecasting the Incremental Value to Society Created by a Class of New Prescription Drugs: A Proposed Methodology and Its Application to Treating Chronic Hepatitis C in India,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,2022,10.1007/s40258-022-00725-0,0
On understanding the implication of pension debt on fiscal policy in Tanzania: Is there any room for improving the adequacy of pension benefits?,COGENT ECONOMICS & FINANCE,2020,10.1080/23322039.2020.1838690,0
What are the drivers of female labour market participation in North Africa?,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,2024,10.4102/sajems.v27i1.5179,0
VALUATION OF REVERSE MORTGAGES IN THE SPANISH MARKET FOR FOREIGN RESIDENTS,TECHNOLOGICAL AND ECONOMIC DEVELOPMENT OF ECONOMY,2024,10.3846/tede.2023.20159,4
Health considerations in active travel policies: A policy analysis at the EU level and of four member countries,RESEARCH IN TRANSPORTATION ECONOMICS,2021,10.1016/j.retrec.2020.101006,9
The Effect of Foreign Direct Investment on Public Health: Empirical Evidence from Bangladesh,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,2021,10.13106/jafeb.2021.vol8.no4.0083,4
Aging and income convergence in Europe: A survey of the literature and insights from a demographic projection exercise,ECONOMIC SYSTEMS,2016,10.1016/j.ecosys.2015.07.003,22
Measuring patient-reported outcomes in solid organ transplant recipients - An overview of instruments developed to date,PHARMACOECONOMICS,2007,10.2165/00019053-200725040-00002,57
Data-driven decision making for modelling covid-19 and its implications: A cross-country study,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2023,10.1016/j.techfore.2023.122886,5
Designing mobile technology for elderly. A theoretical overview,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2020,10.1016/j.techfore.2020.119977,76
Corruption and economic development nexus: Variations across income levels in a non-linear framework,ECONOMIC MODELLING,2013,10.1016/j.econmod.2012.11.012,56
A comparison of the Lee-Carter model and AR-ARCH model for forecasting mortality rates,INSURANCE MATHEMATICS & ECONOMICS,2012,10.1016/j.insmatheco.2011.10.002,39
THE RELATIONSHIP BETWEEN BASELINE HEALTH AND LONGITUDINAL COSTS OF HOSPITAL USE,HEALTH ECONOMICS,2011,10.1002/hec.1664,8
How Sensitive are Individual Retirement Expectations to Raising the Retirement Age?,ECONOMIST-NETHERLANDS,2013,10.1007/s10645-013-9205-5,26
DEA MODEL FOR ASSESSING EFFICIENCY IN PROVIDING HEALTH CARE AND MANAGEMENT DECISIONS,MANAGEMENT RESEARCH AND PRACTICE,2012,,4
Resultados finales de investigacion,REVISTA UNIVERSIDAD EMPRESA,2009,,0
Health Capacity to Work at Older Ages in the Republic of Korea,ASIAN DEVELOPMENT REVIEW,2024,10.1142/S0116110524400067,1
"Health insurance, endogenous medical progress, health expenditure growth, and welfare",JOURNAL OF HEALTH ECONOMICS,2023,10.1016/j.jhealeco.2022.102717,12
Indoor air quality and health: Empirical evidence from fluoride pollution in China,CHINA ECONOMIC REVIEW,2020,10.1016/j.chieco.2019.03.001,14
Empirical analysis of the depreciation of electric vehicles compared to gasoline vehicles,TRANSPORT POLICY,2022,10.1016/j.tranpol.2022.07.021,16
Social security with differential mortality,JOURNAL OF MACROECONOMICS,2019,10.1016/j.jmacro.2018.11.005,9
The Utility Value of Longevity Risk Pooling: Analytic Insights,NORTH AMERICAN ACTUARIAL JOURNAL,2018,10.1080/10920277.2018.1467271,8
Impediments to the diffusion of innovative medicines in Europe,PHARMACOECONOMICS,2004,10.2165/00019053-200422002-00006,1
DIABETES-MELLITUS AND THE ST-VINCENT DECLARATION - THE ECONOMIC-IMPLICATIONS,PHARMACOECONOMICS,1995,10.2165/00019053-199507040-00004,27
Temperature and trading behaviours,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2021,10.1016/j.irfa.2021.101890,2
Does environmental pollution promote China's crime rate? A new perspective through government official corruption,STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,2021,10.1016/j.strueco.2021.04.006,44
"Trade, pollution and mortality in China",JOURNAL OF INTERNATIONAL ECONOMICS,2020,10.1016/j.jinteco.2020.103321,95
Saving Money or Just Saving Lives? Improving the Productivity of US Health Care Spending,"ANNUAL REVIEW OF ECONOMICS, VOL 4",2012,10.1146/annurev-economics-080511-110942,18
Economic burden of long-term complications of deep vein thrombosis after total hip replacement surgery in the United States,VALUE IN HEALTH,2003,10.1046/j.1524-4733.2003.00204.x,138
How does population growth affect economic growth and vice versa? An empirical analysis,REVIEW OF ECONOMICS AND POLITICAL SCIENCE,2024,10.1108/REPS-11-2022-0093,2
Appearance-related possessions and the transition to retired life,INTERNATIONAL JOURNAL OF CONSUMER STUDIES,2022,10.1111/ijcs.12792,0
Life Satisfaction and Longevity: Longitudinal Evidence from the German Socio-Economic Panel,GERMAN ECONOMIC REVIEW,2014,10.1111/geer.12024,12
Who benefits from household energy transition? A cost-benefit analysis based on household survey data in China,CHINA ECONOMIC REVIEW,2023,10.1016/j.chieco.2022.101878,9
Living and Dying in America: An Essay on Deaths of Despair and the Future of Capitalism†,JOURNAL OF ECONOMIC LITERATURE,2022,10.1257/jel.20211638,3
Productivity effects of human capital: an empirical investigation of health and higher education in South Africa,ZBORNIK RADOVA EKONOMSKOG FAKULTETA U RIJECI-PROCEEDINGS OF RIJEKA,2019,10.18045/zbefri.2019.1.277,2
Allocation of Time and Household-level Consumption Equivalent Welfare: A Case of South Korea,GLOBAL ECONOMIC REVIEW,2018,10.1080/1226508X.2018.1493941,1
Human development and the quality of financial reporting among the local governments in Indonesia,JOURNAL OF INTERNATIONAL ACCOUNTING AUDITING AND TAXATION,2024,10.1016/j.intaccaudtax.2024.100634,0
Dependency Modeling Approach of Cause-Related Mortality and Longevity Risks: HIV/AIDS,RISKS,2023,10.3390/risks11020038,0
Improving Cancer Outreach Effectiveness Through Targeting and Economic Assessments: Insights from a Randomized Field Experiment,JOURNAL OF MARKETING,2020,10.1177/0022242920913025,34
Environmental factors affecting European and Central Asian health-systems' bias-corrected efficiency,APPLIED ECONOMICS,2018,10.1080/00036846.2017.1420901,6
Explaining young mortality,INSURANCE MATHEMATICS & ECONOMICS,2012,10.1016/j.insmatheco.2011.09.005,41
Cohort effects in mortality modelling: a Bayesian state-space approach,ANNALS OF ACTUARIAL SCIENCE,2019,10.1017/S1748499518000131,10
DETERMINANTS OF ROMANIANS' MIGRATION WITHIN THE EUROPEAN UNION: STATIC AND DYNAMIC PANEL GRAVITY APPROACHES,AMFITEATRU ECONOMIC,2017,,7
INDIAN BANKS UNDERTAKING THE ROLE OF SOCIALLY RESPONSIBLE CORPORATE CITIZENS,GURUKUL BUSINESS REVIEW-GBR,2013,,0
Pricing in the Market for Anticancer Drugs,JOURNAL OF ECONOMIC PERSPECTIVES,2015,10.1257/jep.29.1.139,333
"Saving, growth, and demographic change in Korea",JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,2005,10.1016/j.jjie.2003.12.005,12
Historical technology and current economic development: Reassessing the nature of the relationship,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2023,10.1016/j.techfore.2023.122803,1
"Energy poverty, health and education outcomes: Evidence from the developing world",ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105447,160
Effects of air quality on house prices: evidence from China's Huai River Policy,NEW ZEALAND ECONOMIC PAPERS,2021,10.1080/00779954.2020.1827014,2
"Designing successful post-retirement solutions by blending growth, income and protection",BRITISH ACTUARIAL JOURNAL,2017,10.1017/S1357321717000034,2
The Cost Effectiveness of Patiromer for the Treatment of Hyperkalaemia in Patients with Chronic Kidney Disease with and without Heart Failure in Ireland,PHARMACOECONOMICS-OPEN,2022,10.1007/s41669-022-00357-z,5
What's next in the healthcare system? The contribution of digital innovation in achieving patient-centricity,FUTURES,2024,10.1016/j.futures.2023.103304,0
Mortality models and longevity risk for small populations,INSURANCE MATHEMATICS & ECONOMICS,2018,10.1016/j.insmatheco.2017.09.020,15
Analysing the impact of health-care system change in the EU member states -: Germany,HEALTH ECONOMICS,2005,10.1002/hec.1032,38
Energy efficiency as a sustainability concern in Africa and financial development: How much bias is involved?,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106577,9
How Does Straw Burning Affect Urban Air Quality in China?JEL codes,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,2021,10.1111/ajae.12132,21
POPULATION DATABASES IN DEVELOPMENT ANALYSIS,JOURNAL OF DEVELOPMENT ECONOMICS,1994,10.1016/0304-3878(94)00009-3,12
Air pollution and the burden of long-term care: Evidence from China,HEALTH ECONOMICS,2024,10.1002/hec.4816,2
China: The development of the health system during the Maoist period (1949-76),BUSINESS HISTORY,2019,10.1080/00076791.2018.1480611,1
The challenge of estimating the direct and indirect effects of COVID-19 interventions-Toward an integrated economic and epidemiological approach,ECONOMICS & HUMAN BIOLOGY,2023,10.1016/j.ehb.2022.101198,3
MORTALITY MODELLING AND FORECASTING: A REVIEW OF METHODS,ANNALS OF ACTUARIAL SCIENCE,2008,10.1017/S1748499500000440,254
Demographic implications of the Russian mortality crisis,WORLD DEVELOPMENT,1998,10.1016/S0305-750X(98)00095-3,10
"The effect of one partner's job characteristics on the other partner's distress: A serendipitous, but naturalistic, experiment",JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,1997,10.1111/j.2044-8325.1997.tb00651.x,20
The effect of pharmaceutical innovation on longevity: Evidence from the U. S. and 26 high-income countries,ECONOMICS & HUMAN BIOLOGY,2022,10.1016/j.ehb.2022.101124,9
"Mortality differentials, the racial and ethnic retirement wealth gap, and the COVID-19 Pandemic",JOURNAL OF THE ECONOMICS OF AGEING,2023,10.1016/j.jeoa.2023.100478,0
Service interactions and subjective well-being in later life,JOURNAL OF SERVICES MARKETING,2015,10.1108/JSM-05-2014-0154,22
Health Protection at the World Trade Organization: The <i>J</i>-Value as a Universal Standard for Reasonableness of Regulatory Precautions,JOURNAL OF WORLD TRADE,2009,,3
"Aging workforce, wages, and productivity: Do older workers drag productivity down in Korea?",JOURNAL OF THE ECONOMICS OF AGEING,2023,10.1016/j.jeoa.2023.100444,4
Business organizations as living beings,INTANGIBLE CAPITAL,2023,10.3926/ic.1745,2
Agglomeration of fast food companies in Brazil,MANAGEMENT RESEARCH-THE JOURNAL OF THE IBEROAMERICAN ACADEMY OF,2017,10.1108/MRJIAM-06-2017-0752,0
Reduction of life cycle costs for a contemporary helicopter through improvement of reliability and maintainability parameters,INTERNATIONAL JOURNAL OF QUALITY & RELIABILITY MANAGEMENT,2018,10.1108/IJQRM-11-2016-0199,15
